title,label
Alex <> Hannah (Jul 31),one_on_one
Weekly Design Sync,standup
Weekly: Diana / Diana,one_on_one
Sync: Rachel / George,one_on_one
Titan Workshop,workshop
HealthFirst Call,client
Architecture Workshop,workshop
Design Interview: Yusuf Johnson,interview
Backend Sync,standup
Full Team Sync,all_hands
PM Interview: Rachel Wilson,interview
Infra Offsite Dinner,social
Product Sprint Kickoff,planning
Riley Behavioral Interview,interview
1-1: Morgan & Taylor,one_on_one
HealthFirst Intro Call,client
Platform Working Session,workshop
2025 Milestone Planning,planning
Design Interview: Wendy Chen,interview
Interview: Nina - Onsite,interview
DataBridge Partnership Discussion,client
Growth Daily Q1,standup
Ops Town Hall Q2,all_hands
Zoe & Carlos,one_on_one
[OKR] Sprint Planning,planning
Sam 1:1,one_on_one
Acme Weekly Sync,client
Acme Helix Update,client
EduBase Quarterly Review,client
SkyLine v2 Update,client
Scrum - Ops,standup
Catch up: Alice & Fatima,one_on_one
Sync: Fatima / Quinn,one_on_one
Infra DSU,standup
Ops Volunteering,social
Legal / Marketing Standup,standup
Interview: Riley - Onsite,interview
Casey Chen - Interview,interview
Casey System Design,interview
POC Daily Standup,standup
Finance Town Hall - Q1 2025,all_hands
Finance All-Hands,all_hands
[Infra] Daily,standup
[Client] SkyLine Call,client
Q2 Goal Setting,planning
Marcus Coding Interview,interview
[1:1] Diana - Julia,one_on_one
DevOps OKR Review,planning
Q1 Launch All Hands,all_hands
Security OKR Review,planning
Julia Coding Interview,interview
[Interview] Morgan Garcia - Eng,interview
QA Working Session,workshop
Recruiter Screen: Xiang,interview
Catch up: Xiang & Tara,one_on_one
Weekly 1:1 Omar,one_on_one
Ops Strategy - May 07,planning
Client HealthFirst Sync,client
Kevin / Ethan,one_on_one
2025 Goal Setting,planning
SkyLine Nova Update,client
1-1: Nina & Omar,one_on_one
Growth Workshop,workshop
[Client] OpenPath Sync,client
1-1: Omar & Carlos,one_on_one
Customer SkyLine Sync,client
Titan Hackathon,workshop
NetCore Sales Call,client
Growth Town Hall - Q4 2024,all_hands
Morgan Smith | Technical Round,interview
Helix Planning,planning
HM Interview: Ethan,interview
Design Interview: Victor Anderson,interview
[Interview] Zoe Brown - Data,interview
[Client] EduBase Sync,client
GlobalTech Partnership Discussion,client
2025 OKR Review,planning
Nova Design Sprint,workshop
Uma 1:1,one_on_one
Data Interview: Omar,interview
Platform All-Hands (Oct 13),all_hands
[1:1] Uma - Ivan,one_on_one
QA Standup,standup
L&L: OKR,workshop
Virtual Happy Hour,social
Eng All Hands,all_hands
Carlos <> Marcus,one_on_one
Pulse Brainstorm,workshop
Data Bowling,social
Catch up: Rachel & Alex,one_on_one
MVP Roadmap,planning
PI Planning - Q4,planning
Orion Sprint Sync,standup
Morgan Kim | Round 2,interview
Infra / HR Standup,standup
Weekly Finance Standup,standup
RetailCo Onboarding Sep 06,client
Recruiter Screen: Sam,interview
R&D Roadmap,planning
OKR v2 Planning,planning
Design OKR Planning,planning
Alice x Ivan,one_on_one
[Workshop] Sales x Marketing,workshop
1on1 - Julia,one_on_one
Atlas Workshop,workshop
Eng Standup - 02/26,standup
OpenPath Renewal Discussion,client
v3 Design Review,workshop
Backend Interview: Casey,interview
Carlos Garcia (FinServ) Intro,client
Career Chat: Alex,one_on_one
BrightEdge — Technical Review,client
SkyLine Renewal Discussion,client
Horizon Milestone Planning,planning
Hiring Manager Interview: Julia,interview
Client NetCore Sync,client
Quarterly Ops Offsite,workshop
Marketing Planning - Feb 04,planning
Marcus <> Bob (12/12),one_on_one
Legal Strategy - 01/29,planning
Weekly Marketing Planning,planning
Weekly: Jordan / Taylor,one_on_one
Client NetCore Call,client
Standup,standup
Finance Daily,standup
Echo Brainstorm,workshop
Coffee: Taylor & Victor,social
Recruiter Screen: Alex,interview
Security Offsite Jan 15,workshop
BrightEdge x Engineering Sync,client
[Social] Legal Meetup,social
Interview: Riley - Final,interview
Kevin Farewell Drinks,social
SkyLine Review,client
[Interview] Uma Thomas - Product,interview
Zoe <> Victor,one_on_one
DevOps / Infra Standup,standup
Data Interview: Carlos,interview
BrightEdge Sales Call,client
Q1 Design Review,workshop
SkyLine — Technical Review,client
1-1: Diana & George,one_on_one
Rachel / Omar,one_on_one
Recruiter Screen: Hannah,interview
PI Planning - Atlas,planning
Security Social,social
L&L: Forge,workshop
Diana Taylor <> Omar Wilson,one_on_one
Coffee: Ethan & Zoe,social
DS Interview: Bob Garcia,interview
Daily HR Sync,standup
Q4 Goal Setting,planning
Q4 Scrum 2024-05-16,standup
Catch up: Nina & Marcus,one_on_one
Debrief: Casey PM Interview,interview
[Orion] Sprint Planning,planning
Executive All Hands,all_hands
Scrum - Finance,standup
Julia Check-in,one_on_one
Sales Social,social
Infra / Ops Standup,standup
Echo Strategy Session,planning
Recruiter Screen: Carlos,interview
L&L: Vega,workshop
MVP Kickoff,planning
Backend Lunch,social
Product DSU,standup
HR Interview: Ethan,interview
HealthFirst Review,client
FinServ Onboarding,client
Frontend Company Meeting,all_hands
[Phoenix] Sprint Planning,planning
Daily QA Standup,standup
Atlas Milestone Check,planning
Welcome Lunch,social
Design Strategy - 2024-05-01,planning
R&D Launch All Hands,all_hands
Marketing Deep Dive - OKR,workshop
Sales Planning - W30,planning
[1:1] Fatima - Sam,one_on_one
Growth Interview: Laura,interview
Sales Deep Dive - v2,workshop
[Workshop] Platform x QA,workshop
H2 Planning,planning
External: NetCore Sync,client
Weekly: Diana / Yusuf,one_on_one
Infra Stand Up,standup
L&L: Orion,workshop
DevOps Brainstorm: Alpha,workshop
Eng Standup - 12/25,standup
Annual Finance Planning,planning
ML / Growth Standup,standup
GlobalTech Meeting,client
1:1 Priya / Julia,one_on_one
CloudNine Discovery Call,client
Monthly Company Sync,all_hands
EOD Frontend Standup,standup
Beta Sprint Daily,standup
Dev Standup - Q2,standup
Design standup (W05),standup
Omar Johnson <> Marcus Lee,one_on_one
OpenPath — Executive Review,client
Yusuf <> Jordan,one_on_one
Sales Lunch,social
[Interview] Riley Smith - Product,interview
Interview: Morgan - Onsite,interview
DS Interview: Julia Taylor,interview
Yusuf - Take-home Review,interview
Client DataBridge Sync,client
Sales Interview: Morgan Anderson,interview
Growth Offsite,workshop
Hannah 1:1,one_on_one
Growth Strategy - 2024-07-16,planning
Hiring: Morgan Patel (Senior),interview
Legal Standup,standup
Ivan 1:1,one_on_one
Alex Check-in,one_on_one
Priya Check-in,one_on_one
Data Volunteering,social
Ops DSU 10/15,standup
Infra OKR Review,planning
Hiring: Wendy Chen (DS),interview
Legal / Growth Standup,standup
ML Roadmap,planning
Product All-Hands (01/26),all_hands
Scrum,standup
Q1 Architecture Review,workshop
Platform Brainstorm: R&D,workshop
Fatima Behavioral Interview,interview
QA Sprint Planning,planning
Taylor Moore <> Alice Taylor,one_on_one
SkyLine Beta Update,client
Infra DSU Q3,standup
Ethan - Virtual Onsite,interview
Product All Hands - 09/27,all_hands
DevOps Roadmap,planning
Xiang / Alice,one_on_one
Marcus <> Zoe (05/31),one_on_one
ML Interview: Fatima,interview
[1:1] Rachel - Ethan,one_on_one
Hiring: Casey Moore (DS),interview
Career Chat: Yusuf,one_on_one
Legal Sprint Planning,planning
ML OKR Review,planning
Coffee: Victor & Yusuf,social
GlobalTech Q1 Update,client
Fatima Technical Screen,interview
Design standup (2024-08-20),standup
Casey <> Alice (Q2),one_on_one
Leadership Town Hall,all_hands
Legal Offsite Dinner,social
Design Cooking Class,social
Security Celebration,social
Backlog Grooming,planning
Hiring: Carlos Johnson (DS),interview
Platform Brainstorm: 2025,workshop
Scrum - Backend,standup
HM Interview: Alice,interview
George & Alice,one_on_one
Weekly: Casey / Diana,one_on_one
v3 Architecture Review,workshop
Catch up: Diana & Carlos,one_on_one
Marketing Deep Dive - 2024,workshop
Design Daily,standup
HealthFirst QBR,client
Offer Review,interview
Eng Social,social
Marcus / Victor,one_on_one
[QA] Daily,standup
Donut Chat,social
Engineering Brainstorm: Apex,workshop
EduBase Intro Call,client
Omar & Wendy,one_on_one
Legal Volunteering,social
Nina Farewell Party,social
Victor Check-in,one_on_one
H1 OKR Review,planning
HR Happy Hour,social
DataBridge R&D Update,client
Infra Daily Q3,standup
DevOps Planning - 2024-03-05,planning
Vega Planning,planning
Titan Architecture Review,workshop
Client SkyLine Sync,client
[Interview] Alice Anderson - Data,interview
Echo v2 Planning,planning
Security Daily Oct 25,standup
Sam Martinez (RetailCo) Intro,client
Sales Sprint Planning,planning
[1:1] George - Priya,one_on_one
Q1 Sprint Sync,standup
Sync: Ivan / Rachel,one_on_one
Frontend Interview: Rachel,interview
Company All Hands - 03/21,all_hands
CloudNine Onboarding,client
Omar Behavioral Interview,interview
Sales Stand Up,standup
Xiang & Kevin,one_on_one
[Client] OpenPath Call,client
Orion Sprint Daily,standup
Ops Bowling,social
Vega Scrum,standup
v3 Milestone Check,planning
Hiring: Jordan Taylor (DS),interview
External: Acme Call,client
Growth Sprint Retro,planning
1on1 - Marcus,one_on_one
Product Celebration,social
Diana Kim Interview,interview
2025 Kickoff,planning
Q4 All Hands,all_hands
Interview: Wendy - Round 1,interview
Career Chat: Bob,one_on_one
POC Design Review,workshop
H1 Planning,planning
Q2 Scrum W29,standup
Yusuf System Design,interview
[Workshop] Product x Data,workshop
NetCore Partnership Call,client
[Workshop] Frontend x Sales,workshop
Frontend Interview: Kevin,interview
Sales Interview: Hannah Johnson,interview
Horizon Sprint Daily,standup
DataBridge Demo,client
Product Offsite Dinner,social
Morning Sync,standup
DataBridge Renewal Discussion,client
HealthFirst x Engineering Sync,client
Sales OKR Planning,planning
Legal All-Hands (11/28),all_hands
[Workshop] Frontend x Eng,workshop
[Workshop] Frontend x Data,workshop
Zephyr Milestone Review,planning
HR / Frontend Standup,standup
PI Planning - Echo,planning
Echo Scrum Jul 22,standup
Coffee: Nina & Priya,social
Legal Stand-up,standup
[All Hands] W02,all_hands
Sync: Omar / Kevin,one_on_one
Process Workshop,workshop
Hiring Manager Interview: Carlos,interview
Team Games,social
Q4 Milestone Review,planning
OpenPath Beta Update,client
Hiring: Xiang Garcia (PM),interview
Forge Milestone Planning,planning
Monthly Engineering Planning,planning
HM Interview: Nina,interview
Morgan <> Rachel,one_on_one
Zoe / Tara,one_on_one
Weekly: Zoe / Uma,one_on_one
L&L: MVP,workshop
Frontend Bowling,social
Sync: Uma / Kevin,one_on_one
NetCore POC Kickoff,client
QA OKR Check-in,planning
Weekly 1:1 Fatima,one_on_one
QA Daily,standup
2025 v2 Planning,planning
OpenPath Meeting,client
Laura Moore Interview,interview
Infra Deep Dive - Forge,workshop
Marcus Behavioral Interview,interview
H2 Goal Setting,planning
HealthFirst — Technical Review,client
[Workshop] Security x Design,workshop
Legal Working Session,workshop
Hiring: Yusuf Brown (SWE),interview
George Chen (EduBase) Intro,client
Alex x Morgan,one_on_one
Peer Connect,social
EduBase x Growth Sync,client
Interview: Uma - Onsite,interview
PM Interview: Jordan Anderson,interview
Career Chat: Julia,one_on_one
Team Breakfast,social
Julia x George,one_on_one
Casey <> Wendy (08/31),one_on_one
Zoe Chen | Technical Round,interview
R&D Sprint Sync,standup
Growth All-Hands (Q4),all_hands
Acme Discovery Call,client
PI Planning - Q3,planning
Omar Moore (SkyLine) Intro,client
Eng Roadmap Review,planning
Farewell Lunch,social
Uma Thomas <> Sam Chen,one_on_one
HealthFirst POC Update,client
Growth standup (W33),standup
CloudNine Onboarding W30,client
HealthFirst x HR Sync,client
Catch up: Laura & Zoe,one_on_one
Account RetailCo Sync,client
Roadmap Review,planning
Interview: Sam - Round 1,interview
Team Standup - Q3,standup
[Workshop] Engineering x Infra,workshop
Titan Kickoff,planning
Marcus Technical Screen,interview
[Ops] Daily,standup
Pulse Scrum,standup
Nina Wilson | Interview,interview
Weekly Security Planning,planning
Ops DSU W33,standup
Escape Room,social
Weekly: Riley / Alex,one_on_one
Weekly 1:1 Rachel,one_on_one
Jordan Behavioral Interview,interview
Org Update,all_hands
1:1 Yusuf / Alex,one_on_one
Backend DSU,standup
Priya x Priya,one_on_one
Hiring Manager Interview: Victor,interview
v2 Design Review,workshop
DataBridge POC Review,client
Security All-Hands (Aug 24),all_hands
Annual Infra Planning,planning
EOD Ops Standup,standup
Annual Infra Offsite,workshop
Rachel Moore (DataBridge) Intro,client
Product Daily 2024-01-17,standup
New Hire Lunch,social
Debrief: Alice SWE Interview,interview
Hiring: Sam Davis (Staff),interview
Backlog Refinement,planning
Weekly 1:1 Ethan,one_on_one
Marcus Johnson Interview,interview
Acme Sales Call,client
FinServ Partnership Discussion,client
Monthly Company Meeting,all_hands
Coffee: Marcus & Xiang,social
CloudNine 2025 Update,client
Kevin <> Riley,one_on_one
Horizon Milestone Check,planning
Ops Town Hall - Q1 2025,all_hands
[All Hands] Jun 21,all_hands
Finance Strategy - W51,planning
NetCore x DevOps Sync,client
v3 Scrum,standup
Nina Farewell Lunch,social
OpenPath POC Kickoff,client
Wendy - Take-home Review,interview
[Social] Data Meetup,social
[Workshop] Frontend x DevOps,workshop
Backend / ML Standup,standup
Alice x Xiang,one_on_one
Orion Design Review,workshop
Product OKR Check-in,planning
Engineering Town Hall - Q4 2025,all_hands
[Interview] Wendy Thomas - Eng,interview
Eng Sprint Retro,planning
Ops OKR Review,planning
Nina Moore (Acme) Intro,client
Data Daily Q1,standup
Weekly: Yusuf / George,one_on_one
EduBase — Technical Review,client
Zephyr Hackathon,workshop
Horizon Milestone Review,planning
1:1 Yusuf / Ivan,one_on_one
NetCore Monthly Review,client
Product Roadmap,planning
SkyLine v3 Update,client
Finance Offsite Jun 23,workshop
Scrum - Marketing,standup
Q3 Roadmap,planning
Weekly: Priya / Kevin,one_on_one
Q4 Scrum,standup
Interview: Riley - Round 2,interview
Product standup (04/05),standup
MVP v2 Planning,planning
Weekly Backend Standup,standup
Product Interview: Riley,interview
Pulse Sprint Sync,standup
QA Interview: Sam,interview
Coffee: Julia & Zoe,social
Game Night,social
Training: AWS,workshop
Coffee: Nina & Alice,social
Kevin 1:1,one_on_one
Client RetailCo Call,client
Weekly 1:1 Wendy,one_on_one
RetailCo Onboarding,client
Laura - Bar Raiser,interview
Ethan Farewell Lunch,social
Frontend Celebration,social
NetCore — Executive Review,client
[Workshop] Frontend x QA,workshop
Quarterly HR Offsite,workshop
CloudNine Weekly Sync,client
Beta Sprint Sync,standup
1:1 Rachel / Tara,one_on_one
Coffee: Omar & Quinn,social
Vega Scrum 2024-01-13,standup
[All Hands] Q3,all_hands
[Workshop] Design x Design,workshop
MVP Milestone Review,planning
RetailCo x Infra Sync,client
Priya & Sam,one_on_one
Ivan Davis - Interview,interview
External: SkyLine Sync,client
2025 Design Review,workshop
[DevOps] Daily,standup
HR Daily,standup
Q4 v2 Planning,planning
Bob Moore (BrightEdge) Intro,client
Recruiter Screen: Bob,interview
Annual Eng Offsite,workshop
Debrief: Tara PM Interview,interview
Ops Sprint Planning,planning
Ivan Thomas (OpenPath) Call,client
v2 Scrum 11/01,standup
v2 Scrum W22,standup
2024 Workshop,workshop
George <> Quinn,one_on_one
Career Chat: Xiang,one_on_one
Casey Moore (DataBridge) Call,client
Morning Standup,standup
H2 OKR Review,planning
[All Hands] 2024-12-03,all_hands
HM Interview: Sam,interview
DevOps Offsite,workshop
Interview: Diana - Final,interview
[Interview] Riley Brown - Product,interview
Sales Backlog Grooming,planning
Morning Security Standup,standup
Product All Hands,all_hands
Morgan Garcia | Final Round,interview
Bob Brown (RetailCo) Call,client
External: BrightEdge Call,client
Priya Davis (BrightEdge) Intro,client
Product Brainstorm: Horizon,workshop
Backend Celebration,social
CloudNine Partnership Call,client
CloudNine Call,client
Yusuf Chen (SkyLine) Call,client
George Phone Screen,interview
Daily Standup,standup
Ethan System Design,interview
Weekly 1:1 Bob,one_on_one
Marketing OKR Check-in,planning
Account SkyLine Call,client
Product Town Hall - Q2 2025,all_hands
Sales Daily,standup
L&L: Q1,workshop
DSU,standup
POC Scrum,standup
NetCore Onboarding,client
Manager 1:1,one_on_one
Product Working Session,workshop
Hiring Manager Interview: Taylor,interview
DevOps All-Hands (08/01),all_hands
Account BrightEdge Call,client
Nina x Priya,one_on_one
PI Planning - OKR,planning
Security Cooking Class,social
DevOps / Ops Standup,standup
Engineering Town Hall,all_hands
Lunch & Learn,workshop
DataBridge Onboarding Q2,client
v2 Hackathon,workshop
Hiring Manager Interview: Omar,interview
EduBase Forge Update,client
Sales standup (Q2),standup
Ethan Garcia | Interview,interview
QBR,client
[All Hands] 09/29,all_hands
Sales All Hands - Mar 20,all_hands
Customer EduBase Call,client
Vega Scrum 11/17,standup
ML DSU W14,standup
R&D Daily Standup,standup
[Social] Security Gathering,social
Daily Scrum,standup
Alex <> Jordan (W52),one_on_one
Marketing Paint Night,social
Forge Launch All Hands,all_hands
Marketing Team Lunch,social
Platform Team Outing,social
Career Chat: Marcus,one_on_one
L&L: Horizon,workshop
[1:1] Victor - Xiang,one_on_one
Sales Interview: Kevin Johnson,interview
Growth Social Q2,social
Marketing Interview: Alice Davis,interview
ML Interview: Hannah Johnson,interview
Sync: Diana / Riley,one_on_one
HR All-Hands (02/15),all_hands
Design Sprint Planning,planning
Marcus Lee (BrightEdge) Call,client
[All Hands] 2024-10-08,all_hands
Xiang & Quinn,one_on_one
SkyLine POC Kickoff,client
1on1 - Zoe,one_on_one
Wendy Behavioral Interview,interview
Eng Standup - W29,standup
Dev Standup,standup
Design Backlog Grooming,planning
Ivan Farewell Party,social
[Interview] Carlos Johnson - Data,interview
EduBase Alpha Update,client
Eng Standup - 2024-03-11,standup
Sync: Alex / Omar,one_on_one
EduBase Partnership Call,client
Carlos 1:1,one_on_one
Org All Hands,all_hands
Acme Onboarding Jul 14,client
Weekly Ops Check-in,standup
Hiring Manager Interview: Ivan,interview
[2025] Sprint Planning,planning
[1:1] Ivan - Victor,one_on_one
Ivan & Omar,one_on_one
Ops Standup,standup
EOD Ops Sync,standup
Debrief: Riley PM Interview,interview
Design Interview: Morgan Martinez,interview
MVP Architecture Review,workshop
Interview: Ethan - Onsite,interview
Q3 Architecture Review,workshop
Quarterly All Hands,all_hands
POC Scrum Q2,standup
GlobalTech Sales Call,client
[Interview] Victor Martinez - Data,interview
Yusuf x Wendy,one_on_one
Victor Martinez | Interview,interview
Growth Celebration,social
Quinn Thomas - Interview,interview
Data Planning,planning
[Workshop] Ops x Security,workshop
HR Roadmap 01/22,planning
Helix Design Sprint,workshop
Interview: Xiang - Technical,interview
Design Interview: Victor Kim,interview
Acme Phoenix Update,client
Apex Launch All Hands,all_hands
Career Chat: Casey,one_on_one
Growth DSU 07/31,standup
GlobalTech x Ops Sync,client
Infra Backlog Grooming,planning
L&L: v2,workshop
Catch up: Rachel & Uma,one_on_one
Ivan x Tara,one_on_one
Growth All-Hands (W30),all_hands
Phoenix Daily Standup,standup
RetailCo Call,client
Ethan Technical Screen,interview
1on1 - Nina,one_on_one
Marketing Sync,standup
Product standup (03/21),standup
Quinn 1:1,one_on_one
HM Interview: Jordan,interview
Legal Town Hall - Q1 2025,all_hands
Marketing Brainstorm: Horizon,workshop
Finance Workshop,workshop
PI Planning - Helix,planning
End of Year Party,social
Alice Thomas Interview,interview
NetCore Renewal Discussion,client
Weekly Marketing Sync,standup
Weekly: Wendy / Nina,one_on_one
ML Cooking Class,social
Debrief: Ivan PM Interview,interview
Hiring: Quinn Smith (DS),interview
Atlas Design Review,workshop
Backend Brainstorm: 2025,workshop
1-1: Morgan & Ethan,one_on_one
Xiang Davis <> Carlos Taylor,one_on_one
1on1 - Uma,one_on_one
RetailCo x ML Sync,client
Infra Daily,standup
Q3 Milestone Planning,planning
Company-wide Meeting,all_hands
Alex 1:1,one_on_one
Fatima x Kevin,one_on_one
Alex Johnson | Interview,interview
Acme Onboarding,client
H2 Roadmap,planning
Jordan Lee Interview,interview
Security Stand-up,standup
Legal Deep Dive - Nova,workshop
Ops Town Hall - Q4 2025,all_hands
ML Roadmap 2024-10-22,planning
Sales Interview: Taylor Moore,interview
Sales Roadmap,planning
Yusuf Behavioral Interview,interview
Alpha Milestone Check,planning
1on1 - Yusuf,one_on_one
Q2 Design Review,workshop
Alice <> Carlos (Jan 07),one_on_one
HR Town Hall - Q4 2025,all_hands
Rachel <> Morgan,one_on_one
NetCore Partnership Review,client
Q3 Milestone Review,planning
Backend Brainstorm: 2024,workshop
Rachel x Ivan,one_on_one
FinServ Renewal Discussion,client
Welcome Drinks,social
QA Strategy - 2024-06-06,planning
ML Bowling,social
ML All-Hands (W50),all_hands
EduBase POC Kickoff,client
1on1 - Morgan,one_on_one
Catch up: George & Kevin,one_on_one
DataBridge Onboarding 2024-06-20,client
[Workshop] DevOps x Design,workshop
[All Hands] W34,all_hands
Victor - Take-home Review,interview
Interview: Priya - Onsite,interview
Tara System Design,interview
Ops / Engineering Standup,standup
Platform Sprint Review,planning
[Client] DataBridge Review,client
[Workshop] Platform x Backend,workshop
Tara Anderson <> Rachel Garcia,one_on_one
Infra Town Hall,all_hands
BrightEdge Renewal Discussion,client
v2 v2 Planning,planning
1:1 Fatima / Laura,one_on_one
ML DSU 2024-03-21,standup
Sam x Alex,one_on_one
Weekly 1:1 Casey,one_on_one
Customer DataBridge Sync,client
Dev Standup - 2024-11-21,standup
Summer Party,social
Q1 Scrum Jan 27,standup
Marketing Strategy - Q3,planning
DataBridge Monthly Review,client
L&L: v3,workshop
Platform All-Hands (2024-11-16),all_hands
Acme Monthly Review,client
Dev Standup - 02/29,standup
Laura Davis | Interview,interview
Eng Town Hall 2024-11-14,all_hands
[Workshop] QA x HR,workshop
Alice & Xiang,one_on_one
Taylor Behavioral Interview,interview
Hannah / Bob,one_on_one
Catch up: Quinn & George,one_on_one
Uma Moore <> Zoe Anderson,one_on_one
Coffee: Tara & Fatima,social
Account HealthFirst Sync,client
SkyLine Zephyr Update,client
Infra Sync,standup
Casey Check-in,one_on_one
L&L: Nexus,workshop
Interview: Jordan - Round 2,interview
Victor Farewell Party,social
Sam Check-in,one_on_one
1-1: Carlos & Zoe,one_on_one
Forge Sprint Sync,standup
Julia & Rachel,one_on_one
External: OpenPath Call,client
Phoenix Sprint Sync,standup
Fatima Chen | Interview,interview
Security Roadmap Q4,planning
Laura Brown (GlobalTech) Intro,client
Debrief: Yusuf PM Interview,interview
Priya x Nina,one_on_one
QA Team Lunch,social
Engineering DSU,standup
Coffee: Carlos & Fatima,social
[Titan] Sprint Planning,planning
Uma - Virtual Onsite,interview
[Atlas] Sprint Planning,planning
Annual Marketing Planning,planning
Q4 OKR Review,planning
[Interview] Kevin Davis - Product,interview
1:1 Carlos / Jordan,one_on_one
FinServ Sales Call,client
Sam Chen | Round 1,interview
Product Town Hall - Q3 2025,all_hands
Data All-Hands (2024-06-13),all_hands
Sync: Marcus / Sam,one_on_one
Zoe Behavioral Interview,interview
HM Interview: Zoe,interview
Yusuf Anderson - Interview,interview
Sales All-Hands (May 13),all_hands
Casey / Xiang,one_on_one
Coffee: Bob & Alex,social
HR Company Meeting,all_hands
Q3 Scrum Q4,standup
OpenPath Partnership Review,client
[Interview] Carlos Johnson - Product,interview
Victor Taylor (NetCore) Call,client
Atlas Roadmap,planning
Career Chat: Ivan,one_on_one
Q4 Design Sprint,workshop
Hiring: Jordan Kim (SWE),interview
Eng Standup - Q1,standup
Alpha Hackathon,workshop
Alpha Design Review,workshop
[Social] Marketing Gathering,social
BrightEdge POC Kickoff,client
[Data] Daily,standup
Quarterly Legal Offsite,workshop
Weekly Eng Sync,standup
Weekly Town Hall,all_hands
L&L:,workshop
Helix Hackathon,workshop
Finance Roadmap,planning
Platform Coffee Chat,social
Monthly Security Planning,planning
Data Backlog Grooming,planning
Alice - Virtual Onsite,interview
Victor <> Alice,one_on_one
Wendy x Wendy,one_on_one
Engineering Roadmap Review,planning
[ML] Daily,standup
Q2 Launch All Hands,all_hands
Alex <> Casey (Oct 20),one_on_one
EOD Backend Sync,standup
Eng Standup - 2024-04-09,standup
Product Company Meeting,all_hands
QA All Hands,all_hands
Carlos Behavioral Interview,interview
HR Offsite W44,workshop
Coffee: Diana & George,social
Product Sprint Review,planning
Frontend Sprint Retro,planning
Customer HealthFirst Sync,client
DevOps Bowling,social
EduBase Renewal Discussion,client
[Frontend] Daily,standup
Marcus & Morgan,one_on_one
Nova Design Review,workshop
Catch up: Laura & Fatima,one_on_one
External: RetailCo Sync,client
[All Hands] W08,all_hands
Debrief: Laura SWE Interview,interview
[1:1] Rachel - Alex,one_on_one
Dev Standup - May 08,standup
Morgan Farewell Party,social
Growth Social,social
Eng Standup - 2024-12-19,standup
Morning Sales Sync,standup
BrightEdge x Design Sync,client
[All Hands] 2024-02-09,all_hands
SWE Interview: Quinn Brown,interview
HM Interview: Fatima,interview
CloudNine Partnership Discussion,client
Training: Python,workshop
Scrum - Growth,standup
[All Hands] 2024-10-22,all_hands
Frontend Sprint Planning,planning
HealthFirst Alpha Update,client
Fatima & Rachel,one_on_one
Design Bowling,social
[Workshop] QA x Marketing,workshop
Q4 Architecture Review,workshop
Training: Leadership,workshop
Infra Social,social
L&L: Atlas,workshop
Quinn Farewell Lunch,social
Weekly: Riley / Julia,one_on_one
[1:1] Nina - Riley,one_on_one
DevOps DSU 2024-10-30,standup
[Interview] Hannah Martinez - Product,interview
CloudNine Check-in,client
Hiring Committee Review,interview
1-1: Wendy & Nina,one_on_one
Remote Social,social
Account CloudNine Sync,client
Security Sprint Planning,planning
Riley Thomas <> George Thomas,one_on_one
HR All-Hands (Dec 03),all_hands
Quinn x Riley,one_on_one
Sales Social 09/07,social
Debrief: Uma PM Interview,interview
Design Standup,standup
Quarterly Platform Offsite,workshop
1-1: Morgan & Wendy,one_on_one
[All Hands] W44,all_hands
Scrum - Product,standup
Weekly 1:1 Zoe,one_on_one
Hiring Manager Interview: Fatima,interview
Company Update,all_hands
Security Working Session,workshop
Ops Strategy - 02/02,planning
Pulse Launch All Hands,all_hands
Xiang & Zoe,one_on_one
EduBase Onboarding,client
Kevin <> Hannah (07/06),one_on_one
Frontend Interview: Hannah,interview
Q2 All Hands,all_hands
Frontend Town Hall - Q2 2024,all_hands
FinServ Weekly Sync,client
1-1: Casey & Wendy,one_on_one
Tara & Fatima,one_on_one
Birthday Celebration,social
Debrief: Fatima PM Interview,interview
Hannah - Virtual Onsite,interview
Atlas Launch All Hands,all_hands
POC Planning,planning
Quinn Davis (BrightEdge) Intro,client
Debrief: Priya SWE Interview,interview
Marketing Daily,standup
CloudNine Partnership Review,client
Data Celebration,social
Marketing / Legal Standup,standup
Strategy Workshop - Eng,workshop
Recruiter Screen: Riley,interview
HM Interview: Marcus,interview
Priya / Sam,one_on_one
Sales Town Hall,all_hands
Uma Smith - Interview,interview
Weekly: Sam / Tara,one_on_one
Eng Standup - W12,standup
Daily Sales Sync,standup
Hiring Manager Interview: Xiang,interview
1-1: Riley & Laura,one_on_one
Riley Johnson | Round 2,interview
Morgan <> Alice (2024-01-05),one_on_one
Forge Scrum,standup
[Client] EduBase Call,client
Catch up: Rachel & Ethan,one_on_one
Carlos x Taylor,one_on_one
Quarterly QA Offsite,workshop
[1:1] Morgan - Nina,one_on_one
Finance Strategy - Feb 01,planning
Debrief: Xiang PM Interview,interview
Xiang Check-in,one_on_one
Coffee: Diana & Xiang,social
R&D Design Review,workshop
Beta Launch All Hands,all_hands
[1:1] Hannah - Taylor,one_on_one
Weekly: Sam / Kevin,one_on_one
Bob x Nina,one_on_one
CloudNine POC Review,client
Weekly: Hannah / Hannah,one_on_one
Zoe Chen | Round 1,interview
1-1: Ethan & Carlos,one_on_one
Acme Intro Call,client
Finance Deep Dive,workshop
Kevin - Onsite,interview
SkyLine — Product Review,client
EduBase Titan Update,client
1-1: Xiang & Kevin,one_on_one
Growth Deep Dive,workshop
Xiang Moore Interview,interview
